aqi,aqiInfo,aqiLevel,bWendu,city,date,fengli,fengxiang,tianqi,yWendu
39,优,1,28,合肥,2017-09-26,1-2级,西风,阴~小雨,22
37,优,1,25,合肥,2017-09-27,3-4级,北风,小雨,19
44,优,1,25,合肥,2017-09-28,1-2级,东北风,阴~多云,17
65,良,2,26,合肥,2017-09-29,1-2级,东南风,阴~中雨,19
46,优,1,23,合肥,2017-09-30,1-2级,东南风,小雨~阴,21
58,良,2,29,合肥,2017-10-01,1-2级,北风,小雨~大雨,21
23,优,1,23,合肥,2017-10-02,3-4级,东北风,中雨~小雨,17
30,优,1,20,合肥,2017-10-03,3-4级,东北风,小雨,15
24,优,1,18,合肥,2017-10-04,3-4级,东北风,小雨,14
23,优,1,16,合肥,2017-10-05,1-2级,东北风,小雨~多云,13
40,优,1,21,合肥,2017-10-06,1-2级,南风,多云~晴,16
57,良,2,24,合肥,2017-10-07,1-2级,东风,晴,17
113,轻度污染,3,27,合肥,2017-10-08,3-4级,东风,晴~多云,19
78,良,2,30,合肥,2017-10-09,1-2级,东风,晴,20
84,良,2,27,合肥,2017-10-10,4-5级,西北风,阴~小雨,17
20,优,1,18,合肥,2017-10-11,3-4级,东北风,小雨,14
20,优,1,17,合肥,2017-10-12,1-2级,东北风,小雨~阴,14
40,优,1,19,合肥,2017-10-13,3-4级,东风,阴~小雨,14
44,优,1,19,合肥,2017-10-14,4-5级,东北风,小雨,15
29,优,1,18,合肥,2017-10-15,3-4级,东北风,小雨~阴,16
32,优,1,18,合肥,2017-10-16,3-4级,东北风,小雨,15
38,优,1,16,合肥,2017-10-17,3-4级,东北风,阴~小雨,13
36,优,1,17,合肥,2017-10-18,1-2级,北风,小雨,12
67,良,2,19,合肥,2017-10-19,1-2级,西北风,多云,14
73,良,2,19,合肥,2017-10-20,1-2级,东北风,多云,13
94,良,2,21,合肥,2017-10-21,3-4级,东北风,多云~晴,12
149,轻度污染,3,22,合肥,2017-10-22,3-4级,北风,晴~多云,12
107,轻度污染,3,19,合肥,2017-10-23,1-2级,北风,多云~晴,11
75,良,2,19,合肥,2017-10-24,1-2级,东北风,晴,11
74,良,2,21,合肥,2017-10-25,1-2级,东风,多云,13
81,良,2,21,合肥,2017-10-26,1-2级,北风,多云~晴,11
107,轻度污染,3,22,合肥,2017-10-27,1-2级,东北风,晴,11
86,良,2,23,合肥,2017-10-28,1-2级,北风,晴,11
94,良,2,18,合肥,2017-10-29,4-5级,北风,多云~晴,7
70,良,2,14,合肥,2017-10-30,1-2级,东北风,晴,5
86,良,2,18,合肥,2017-10-31,3-4级,东南风,晴,8
98,良,2,21,合肥,2017-11-01,1-2级,东风,晴~多云,9
103,轻度污染,3,23,合肥,2017-11-02,1-2级,西南风,多云~晴,11
141,轻度污染,3,21,合肥,2017-11-03,3-4级,东北风,多云~晴,7
46,优,1,15,合肥,2017-11-04,1-2级,东北风,晴,6
65,良,2,17,合肥,2017-11-05,1-2级,东风,多云~晴,7
87,良,2,21,合肥,2017-11-06,1-2级,东南风,多云,11
116,轻度污染,3,23,合肥,2017-11-07,1-2级,西风,多云,11
159,中度污染,4,23,合肥,2017-11-08,3-4级,东风,晴,9
84,良,2,24,合肥,2017-11-09,3-4级,东南风,晴~多云,11
117,轻度污染,3,20,合肥,2017-11-10,3-4级,北风,多云,9
68,良,2,16,合肥,2017-11-11,1-2级,东北风,多云,8
75,良,2,18,合肥,2017-11-12,1-2级,东南风,阴,10
88,良,2,19,合肥,2017-11-13,1-2级,北风,阴~多云,8
143,轻度污染,3,18,合肥,2017-11-14,1-2级,东北风,阴~多云,8
174,中度污染,4,18,合肥,2017-11-15,1-2级,东风,多云~阴,9
116,轻度污染,3,16,合肥,2017-11-16,1-2级,东南风,阴~小雨,11
75,良,2,17,合肥,2017-11-17,3-4级,北风,小雨,5
51,良,2,12,合肥,2017-11-18,3-4级,北风,多云,2
60,良,2,11,合肥,2017-11-19,1-2级,北风,多云~阴,5
69,良,2,11,合肥,2017-11-20,1-2级,北风,多云,3
92,良,2,13,合肥,2017-11-21,1-2级,南风,阴~晴,5
106,轻度污染,3,15,合肥,2017-11-22,3-4级,西北风,多云,2
79,良,2,14,合肥,2017-11-23,1-2级,西风,多云~晴,2
83,良,2,15,合肥,2017-11-24,1-2级,南风,多云,4
79,良,2,18,合肥,2017-11-25,1-2级,南风,多云,4
103,轻度污染,3,17,合肥,2017-11-26,3-4级,北风,多云~晴,3
100,良,2,16,合肥,2017-11-27,3-4级,东南风,晴~多云,6
139,轻度污染,3,18,合肥,2017-11-28,1-2级,西风,阴~小雨,6
122,轻度污染,3,11,合肥,2017-11-29,4-5级,东北风,小雨,4
35,优,1,9,合肥,2017-11-30,1-2级,东北风,阴~多云,4
70,良,2,12,合肥,2017-12-01,1-2级,东风,多云,2
109,轻度污染,3,14,合肥,2017-12-02,1-2级,东南风,多云,4
116,轻度污染,3,13,合肥,2017-12-03,1-2级,西北风,多云,4
256,重度污染,5,12,合肥,2017-12-04,1-2级,北风,多云~晴,0
212,重度污染,5,10,合肥,2017-12-05,1-2级,东南风,晴~多云,0
145,轻度污染,3,13,合肥,2017-12-06,1-2级,东南风,多云,3
142,轻度污染,3,13,合肥,2017-12-07,3-4级,北风,晴~多云,0
112,轻度污染,3,8,合肥,2017-12-08,1-2级,北风,多云,0
90,良,2,12,合肥,2017-12-09,1-2级,南风,晴,2
101,轻度污染,3,12,合肥,2017-12-10,3-4级,西北风,多云~晴,-1
110,轻度污染,3,11,合肥,2017-12-11,1-2级,东南风,多云,1
81,良,2,10,合肥,2017-12-12,3-4级,东风,多云,2
58,良,2,10,合肥,2017-12-13,3-4级,东风,阴~小雨,2
60,良,2,8,合肥,2017-12-14,3-4级,东风,小雨,4
40,优,1,7,合肥,2017-12-15,微风,无持续风向,小雨~阴,3
135,轻度污染,3,7,合肥,2017-12-16,4-5级,西北风,多云~晴,-4
75,良,2,5,合肥,2017-12-17,1-2级,西风,晴,-3
65,良,2,10,合肥,2017-12-18,1-2级,西北风,多云,-2
95,良,2,9,合肥,2017-12-19,1-2级,东北风,晴,-3
96,良,2,12,合肥,2017-12-20,3-4级,西北风,晴,-2
133,轻度污染,3,13,合肥,2017-12-21,1-2级,东南风,晴,1
130,轻度污染,3,14,合肥,2017-12-22,1-2级,东南风,晴~多云,3
184,中度污染,4,12,合肥,2017-12-23,1-2级,西北风,多云,2
160,中度污染,4,11,合肥,2017-12-24,4-5级,西北风,晴,-2
98,良,2,10,合肥,2017-12-25,1-2级,南风,多云~晴,0
110,轻度污染,3,13,合肥,2017-12-26,1-2级,东风,晴~多云,0
121,轻度污染,3,13,合肥,2017-12-27,1-2级,东风,多云~阴,6
128,轻度污染,3,10,合肥,2017-12-28,1-2级,东南风,小雨~多云,5
154,中度污染,4,11,合肥,2017-12-29,1-2级,北风,多云,4
271,重度污染,5,9,合肥,2017-12-30,4-5级,西北风,多云~晴,-1
192,中度污染,4,11,合肥,2017-12-31,1-2级,东南风,多云,0
167,中度污染,4,13,合肥,2018-01-01,3-4级,东风,多云,5
159,中度污染,4,11,合肥,2018-01-02,1-2级,东北风,小雨,4
40,优,1,8,合肥,2018-01-03,4-5级,东北风,中雨,1
26,优,1,3,合肥,2018-01-04,3-4级,东北风,暴雪~小雪,-1
84,良,2,2,合肥,2018-01-05,3-4级,东北风,多云~阴,-3
139,轻度污染,3,2,合肥,2018-01-06,3-4级,东风,雨夹雪,-4
136,轻度污染,3,2,合肥,2018-01-07,3-4级,西北风,雨夹雪~多云,-3
119,轻度污染,3,1,合肥,2018-01-08,4-5级,西风,多云~晴,-9
47,优,1,2,合肥,2018-01-09,3-4级,北风,晴,-7
51,良,2,5,合肥,2018-01-10,1-2级,西风,晴,-8
78,良,2,4,合肥,2018-01-11,1-2级,北风,晴,-8
69,良,2,5,合肥,2018-01-12,1-2级,东风,晴,-5
97,良,2,6,合肥,2018-01-13,1-2级,东南风,多云,-1
104,轻度污染,3,6,合肥,2018-01-14,1-2级,东南风,多云,-1
104,轻度污染,3,15,合肥,2018-01-15,1-2级,东南风,多云,4
175,中度污染,4,10,合肥,2018-01-16,1-2级,西北风,小雨~阴,1
152,中度污染,4,13,合肥,2018-01-17,1-2级,东南风,多云,3
144,轻度污染,3,11,合肥,2018-01-18,3-4级,东北风,多云~阴,5
203,重度污染,5,10,合肥,2018-01-19,3-4级,北风,阴,2
223,重度污染,5,11,合肥,2018-01-20,1-2级,东南风,阴~小雨,6
183,中度污染,4,8,合肥,2018-01-21,1-2级,东南风,小雨~阴,1
132,轻度污染,3,12,合肥,2018-01-22,1-2级,北风,多云,1
163,中度污染,4,4,合肥,2018-01-23,3-4级,东北风,阴~雨夹雪,-1
65,良,2,2,合肥,2018-01-24,4-5级,东北风,小雪~大雪,-2
41,优,1,0,合肥,2018-01-25,4-5级,东北风,大雪~小雪,-3
47,优,1,-1,合肥,2018-01-26,3-4级,东北风,阴~中雪,-3
43,优,1,-1,合肥,2018-01-27,3-4级,东北风,大雪~中雪,-2
111,轻度污染,3,-1,合肥,2018-01-28,3-4级,北风,小雪~多云,-6
187,中度污染,4,-1,合肥,2018-01-29,1-2级,西北风,多云,-8
174,中度污染,4,0,合肥,2018-01-30,1-2级,东北风,多云,-5
167,中度污染,4,3,合肥,2018-01-31,1-2级,西风,晴~多云,-8
122,轻度污染,3,4,合肥,2018-02-01,1-2级,东风,多云,-6
139,轻度污染,3,3,合肥,2018-02-02,1-2级,北风,多云,-8
62,良,2,0,合肥,2018-02-03,1-2级,西风,晴~多云,-9
79,良,2,3,合肥,2018-02-04,1-2级,西南风,多云,-3
82,良,2,5,合肥,2018-02-05,1-2级,西南风,晴,-6
102,轻度污染,3,5,合肥,2018-02-06,3-4级,东风,晴~多云,-6
113,轻度污染,3,8,合肥,2018-02-07,1-2级,北风,多云,-2
98,良,2,6,合肥,2018-02-08,1-2级,东南风,多云,-2
174,中度污染,4,10,合肥,2018-02-09,1-2级,南风,多云~阴,1
157,中度污染,4,7,合肥,2018-02-10,1-2级,北风,多云~晴,-2
117,轻度污染,3,8,合肥,2018-02-11,4-5级,西北风,晴,-2
78,良,2,9,合肥,2018-02-12,3-4级,西风,晴,-2
76,良,2,14,合肥,2018-02-13,3-4级,南风,晴~多云,3
92,良,2,16,合肥,2018-02-14,1-2级,东南风,多云~阴,4
87,良,2,11,合肥,2018-02-15,3-4级,东北风,小雨,3
111,轻度污染,3,11,合肥,2018-02-16,1-2级,东南风,多云,3
113,轻度污染,3,11,合肥,2018-02-17,3-4级,东风,多云~阴,5
70,良,2,8,合肥,2018-02-18,1-2级,东风,小雨,4
26,优,1,6,合肥,2018-02-19,1-2级,东北风,小雨~阴,4
78,良,2,5,合肥,2018-02-20,3-4级,东风,中雨~小雨,2
63,良,2,7,合肥,2018-02-21,1-2级,东北风,阴~多云,2
80,良,2,12,合肥,2018-02-22,1-2级,西南风,多云,1
70,良,2,16,合肥,2018-02-23,3-4级,南风,晴~小雨,5
68,良,2,13,合肥,2018-02-24,1-2级,南风,多云,4
85,良,2,11,合肥,2018-02-25,1-2级,东风,多云,3
93,良,2,16,合肥,2018-02-26,3-4级,东南风,多云,5
48,优,1,17,合肥,2018-02-27,3-4级,东南风,小雨~中雨,8
67,良,2,14,合肥,2018-02-28,3-4级,北风,多云~晴,6
90,良,2,14,合肥,2018-03-01,4-5级,东北风,阴~小雨,4
81,良,2,13,合肥,2018-03-02,3-4级,东南风,多云~小雨,8
82,良,2,20,合肥,2018-03-03,3-4级,南风,多云~中雨,14
72,良,2,21,合肥,2018-03-04,3-4级,西北风,中雨~小雨,6
37,优,1,12,合肥,2018-03-05,3-4级,东北风,多云,4
46,优,1,10,合肥,2018-03-06,3-4级,东风,多云~小雨,4
33,优,1,8,合肥,2018-03-07,3-4级,东北风,小雨~阴,4
52,良,2,12,合肥,2018-03-08,3-4级,北风,多云,2
92,良,2,12,合肥,2018-03-09,1-2级,东南风,晴,3
78,良,2,17,合肥,2018-03-10,1-2级,东南风,晴~多云,6
68,良,2,20,合肥,2018-03-11,3-4级,东南风,多云,9
70,良,2,23,合肥,2018-03-12,1-2级,东南风,多云,12
76,良,2,24,合肥,2018-03-13,3-4级,南风,多云~雷阵雨,14
67,良,2,21,合肥,2018-03-14,3-4级,东南风,雷阵雨,15
57,良,2,22,合肥,2018-03-15,3-4级,东北风,雷阵雨,6
49,优,1,13,合肥,2018-03-16,3-4级,东北风,多云,5
64,良,2,16,合肥,2018-03-17,3-4级,东南风,阴~雷阵雨,9
47,优,1,14,合肥,2018-03-18,3-4级,西北风,小雨,8
42,优,1,9,合肥,2018-03-19,3-4级,北风,小雨,5
80,良,2,7,合肥,2018-03-20,3-4级,西北风,小雨,4
64,良,2,10,合肥,2018-03-21,1-2级,西北风,多云~晴,3
72,良,2,17,合肥,2018-03-22,1-2级,东南风,多云,6
91,良,2,22,合肥,2018-03-23,1-2级,东南风,晴~多云,10
88,良,2,22,合肥,2018-03-24,1-2级,西北风,小雨,10
100,良,2,22,合肥,2018-03-25,1-2级,南风,多云,10
75,良,2,24,合肥,2018-03-26,1-2级,东南风,多云,12
78,良,2,27,合肥,2018-03-27,1-2级,南风,多云~晴,13
84,良,2,27,合肥,2018-03-28,1-2级,南风,多云~阴,13
106,轻度污染,3,27,合肥,2018-03-29,1-2级,东风,阴~多云,13
99,良,2,23,合肥,2018-03-30,1-2级,东风,多云,13
90,良,2,26,合肥,2018-03-31,1-2级,东南风,多云,14
123,轻度污染,3,27,合肥,2018-04-01,1-2级,南风,多云,15
83,良,2,26,合肥,2018-04-02,1-2级,南风,多云,15
81,良,2,27,合肥,2018-04-03,1-2级,东南风,多云~雷阵雨,12
81,良,2,18,合肥,2018-04-04,3-4级,东北风,小雨,6
44,优,1,12,合肥,2018-04-05,1-2级,北风,大雨~小雨,6
74,良,2,17,合肥,2018-04-06,3-4级,西北风,多云,3
66,良,2,14,合肥,2018-04-07,1-2级,西风,晴,4
85,良,2,23,合肥,2018-04-08,1-2级,南风,晴,10
83,良,2,27,合肥,2018-04-09,1-2级,南风,晴,15
91,良,2,28,合肥,2018-04-10,1-2级,西南风,晴~多云,16
162,中度污染,4,27,合肥,2018-04-11,1-2级,东风,小雨~雷阵雨,14
104,轻度污染,3,22,合肥,2018-04-12,3-4级,东风,小雨,14
55,良,2,20,合肥,2018-04-13,3-4级,东风,雷阵雨,10
62,良,2,16,合肥,2018-04-14,1-2级,西北风,多云,9
111,轻度污染,3,19,合肥,2018-04-15,1-2级,北风,多云,7
125,轻度污染,3,21,合肥,2018-04-16,1-2级,东南风,多云~晴,11
116,轻度污染,3,23,合肥,2018-04-17,1-2级,东南风,晴,11
101,轻度污染,3,27,合肥,2018-04-18,3-4级,东南风,晴,14
89,良,2,29,合肥,2018-04-19,3-4级,东南风,晴~多云,15
98,良,2,30,合肥,2018-04-20,3-4级,南风,多云~阴,19
62,良,2,26,合肥,2018-04-21,3-4级,南风,雷阵雨~中雨,18
48,优,1,26,合肥,2018-04-22,3-4级,西风,雷阵雨~小雨,13
59,良,2,17,合肥,2018-04-23,3-4级,北风,小雨~多云,14
69,良,2,20,合肥,2018-04-24,3-4级,北风,多云,11
83,良,2,22,合肥,2018-04-25,1-2级,北风,多云~阴,14
85,良,2,22,合肥,2018-04-26,1-2级,南风,多云,12
100,良,2,28,合肥,2018-04-27,1-2级,北风,多云,14
109,轻度污染,3,28,合肥,2018-04-28,3-4级,东南风,多云,18
99,良,2,27,合肥,2018-04-29,1-2级,南风,多云,17
85,良,2,30,合肥,2018-04-30,1-2级,东南风,阴~多云,19
68,良,2,30,合肥,2018-05-01,1-2级,南风,雷阵雨,19
75,良,2,26,合肥,2018-05-02,3-4级,北风,多云,14
63,良,2,28,合肥,2018-05-03,3-4级,西风,晴~多云,14
74,良,2,27,合肥,2018-05-04,3-4级,东南风,阴~小雨,18
57,良,2,25,合肥,2018-05-05,3-4级,南风,中雨~暴雨,21
28,优,1,22,合肥,2018-05-06,3-4级,北风,暴雨~雷阵雨,14
36,优,1,22,合肥,2018-05-07,3-4级,东北风,多云,14
55,良,2,23,合肥,2018-05-08,1-2级,东北风,多云~晴,13
66,良,2,25,合肥,2018-05-09,1-2级,东风,多云~阴,14
71,良,2,24,合肥,2018-05-10,3-4级,东风,多云,15
80,良,2,25,合肥,2018-05-11,3-4级,东南风,小雨~中雨,18
60,良,2,26,合肥,2018-05-12,1-2级,西北风,小雨~多云,18
63,良,2,31,合肥,2018-05-13,1-2级,南风,多云,21
73,良,2,32,合肥,2018-05-14,3-4级,南风,多云,24
61,良,2,33,合肥,2018-05-15,3-4级,南风,多云~小雨,24
64,良,2,34,合肥,2018-05-16,3-4级,南风,多云~小雨,23
45,优,1,33,合肥,2018-05-17,1-2级,南风,雷阵雨,23
64,良,2,29,合肥,2018-05-18,1-2级,东风,中雨,20
56,良,2,24,合肥,2018-05-19,3-4级,东风,中雨,20
62,良,2,21,合肥,2018-05-20,3-4级,东北风,小雨~阴,18
68,良,2,23,合肥,2018-05-21,3-4级,东风,雷阵雨,17
41,优,1,22,合肥,2018-05-22,3-4级,西北风,小雨~多云,15
71,良,2,26,合肥,2018-05-23,1-2级,东南风,多云,16
74,良,2,25,合肥,2018-05-24,3-4级,东南风,雷阵雨~中雨,21
96,良,2,28,合肥,2018-05-25,1-2级,西北风,大雨~中雨,20
48,优,1,26,合肥,2018-05-26,1-2级,东北风,阴~多云,20
80,良,2,29,合肥,2018-05-27,1-2级,西北风,多云,20
122,轻度污染,3,23,合肥,2018-05-28,1-2级,西南风,阴,19
126,轻度污染,3,27,合肥,2018-05-29,1-2级,南风,多云~阴,20
94,良,2,27,合肥,2018-05-30,1-2级,南风,阴~小雨,20
70,良,2,25,合肥,2018-05-31,1-2级,东南风,多云,17
48,优,1,19,福州,2017-04-01,3-4级,东北风,晴,9
67,良,2,21,福州,2017-04-02,3-4级,东北风,晴,11
62,良,2,21,福州,2017-04-03,3-4级,东北风,晴,12
62,良,2,25,福州,2017-04-04,微风,无持续风向,晴,14
71,良,2,26,福州,2017-04-05,3-4级,西南风,多云~阴,17
82,良,2,25,福州,2017-04-06,3-4级,西南风,阴~多云,18
71,良,2,28,福州,2017-04-07,3-4级,西南风,雷阵雨~多云,18
62,良,2,29,福州,2017-04-08,3-4级,南风,多云~阴,20
60,良,2,29,福州,2017-04-09,3-4级,西南风,雷阵雨~阴,19
51,良,2,27,福州,2017-04-10,3-4级,南风,阴~中雨,18
27,优,1,21,福州,2017-04-11,3-4级,东风,小雨,15
39,优,1,17,福州,2017-04-12,微风,无持续风向,小雨~多云,13
54,良,2,20,福州,2017-04-13,3-4级,东北风,多云,13
54,良,2,26,福州,2017-04-14,微风,无持续风向,晴~多云,16
78,良,2,28,福州,2017-04-15,微风,无持续风向,阴,20
104,轻度污染,3,28,福州,2017-04-16,3-4级,南风,阴,21
81,良,2,28,福州,2017-04-17,3-4级,西南风,中雨~小雨,20
45,优,1,30,福州,2017-04-18,3-4级,西风,多云~小雨,20
57,良,2,26,福州,2017-04-19,3-4级,东北风,中雨,20
36,优,1,29,福州,2017-04-20,3-4级,西南风,雷阵雨~小雨,20
42,优,1,23,福州,2017-04-21,3-4级,东北风,大雨~中雨,17
49,优,1,22,福州,2017-04-22,3-4级,东风,阴~多云,14
65,良,2,22,福州,2017-04-23,3-4级,东北风,多云~阴,14
63,良,2,24,福州,2017-04-24,3-4级,东北风,阴,17
60,良,2,24,福州,2017-04-25,微风,无持续风向,小雨~中雨,19
48,优,1,27,福州,2017-04-26,3-4级,东北风,大雨~小雨,16
36,优,1,17,福州,2017-04-27,3-4级,东北风,小雨~晴,12
50,优,1,23,福州,2017-04-28,3-4级,东北风,晴,13
61,良,2,25,福州,2017-04-29,3-4级,东南风,晴,14
72,良,2,27,福州,2017-04-30,3-4级,东南风,晴,17
69,良,2,27,福州,2017-05-01,3-4级,东南风,多云~大雨,19
57,良,2,27,福州,2017-05-02,3-4级,南风,雷阵雨~阴,21
37,优,1,25,福州,2017-05-03,3-4级,东风,阴,20
55,良,2,29,福州,2017-05-04,3-4级,西南风,阴,20
57,良,2,26,福州,2017-05-05,3-4级,东北风,阴~中雨,21
30,优,1,25,福州,2017-05-06,3-4级,东北风,阴~多云,19
44,优,1,27,福州,2017-05-07,3-4级,东风,多云~小雨,18
103,轻度污染,3,29,福州,2017-05-08,3-4级,南风,多云~小雨,21
61,良,2,30,福州,2017-05-09,3-4级,西风,阴,20
52,良,2,30,福州,2017-05-10,3-4级,东风,多云,19
55,良,2,32,福州,2017-05-11,3-4级,南风,多云~阴,23
41,优,1,31,福州,2017-05-12,3-4级,西南风,中雨~小雨,22
36,优,1,27,福州,2017-05-13,3-4级,东风,阴~多云,19
45,优,1,30,福州,2017-05-14,3-4级,东风,多云,19
47,优,1,27,福州,2017-05-15,3-4级,东北风,雷阵雨~中雨,19
34,优,1,26,福州,2017-05-16,3-4级,东风,阴~多云,18
44,优,1,26,福州,2017-05-17,3-4级,东风,多云~阴,18
42,优,1,28,福州,2017-05-18,3-4级,东北风,多云~阴,20
43,优,1,27,福州,2017-05-19,3-4级,东北风,阴,21
41,优,1,27,福州,2017-05-20,3-4级,东北风,多云,21
35,优,1,28,福州,2017-05-21,3-4级,东北风,阴,20
44,优,1,29,福州,2017-05-22,3-4级,东北风,阴,22
46,优,1,30,福州,2017-05-23,3-4级,南风,阴~小雨,24
47,优,1,30,福州,2017-05-24,3-4级,东北风,中雨~小雨,22
39,优,1,25,福州,2017-05-25,3-4级,东北风,阴~多云,19
55,良,2,28,福州,2017-05-26,3-4级,东风,多云,19
79,良,2,28,福州,2017-05-27,3-4级,东风,多云,19
49,优,1,28,福州,2017-05-28,3-4级,东北风,多云,19
35,优,1,29,福州,2017-05-29,3-4级,东风,多云~阴,21
35,优,1,31,福州,2017-05-30,1-2级,东风,阴,23
60,良,2,33,福州,2017-05-31,1-2级,南风,阴~小雨,24
65,良,2,31,福州,2017-06-01,3-4级,西南风,小雨~暴雨,24
26,优,1,26,福州,2017-06-02,3-4级,东风,中雨~小雨,21
23,优,1,24,福州,2017-06-03,3-4级,东北风,大雨~中雨,22
25,优,1,25,福州,2017-06-04,3-4级,东北风,小雨,22
37,优,1,27,福州,2017-06-05,3-4级,东风,阴,21
48,优,1,33,福州,2017-06-06,3-4级,南风,多云,24
39,优,1,33,福州,2017-06-07,3-4级,东北风,中雨~阴,24
39,优,1,27,福州,2017-06-08,3-4级,东北风,阴,24
62,良,2,33,福州,2017-06-09,3-4级,东南风,阴,25
46,优,1,36,福州,2017-06-10,3-4级,西南风,多云~阴,25
46,优,1,35,福州,2017-06-11,3-4级,南风,阴,25
44,优,1,33,福州,2017-06-12,3-4级,南风,雷阵雨~小雨,25
26,优,1,30,福州,2017-06-13,3-4级,南风,中雨~大雨,25
25,优,1,27,福州,2017-06-14,微风,无持续风向,中雨,21
25,优,1,22,福州,2017-06-15,3-4级,东北风,大雨,19
23,优,1,22,福州,2017-06-16,3-4级,北风,暴雨~中雨,20
25,优,1,23,福州,2017-06-17,3-4级,东北风,小雨,20
26,优,1,23,福州,2017-06-18,3-4级,东北风,中雨~小雨,21
33,优,1,27,福州,2017-06-19,3-4级,西南风,中雨,22
39,优,1,31,福州,2017-06-20,3-4级,西南风,大雨~小雨,24
31,优,1,31,福州,2017-06-21,3-4级,南风,中雨~小雨,24
40,优,1,32,福州,2017-06-22,3-4级,西南风,阴,26
50,优,1,35,福州,2017-06-23,3-4级,南风,阴,26
46,优,1,35,福州,2017-06-24,3-4级,西南风,阴,26
48,优,1,35,福州,2017-06-25,3-4级,西南风,雷阵雨~阴,26
44,优,1,33,福州,2017-06-26,3-4级,东南风,大雨~小雨,24
38,优,1,29,福州,2017-06-27,3-4级,东北风,小雨~阴,24
38,优,1,33,福州,2017-06-28,3-4级,东风,雷阵雨~阴,24
38,优,1,34,福州,2017-06-29,3-4级,南风,多云~阴,25
44,优,1,34,福州,2017-06-30,3-4级,南风,多云~阴,24
31,优,1,33,福州,2017-07-01,3-4级,南风,阴,26
33,优,1,34,福州,2017-07-02,3-4级,南风,多云,25
43,优,1,34,福州,2017-07-03,3-4级,南风,多云,25
45,优,1,35,福州,2017-07-04,3-4级,南风,多云,26
41,优,1,34,福州,2017-07-05,3-4级,南风,阴,25
39,优,1,34,福州,2017-07-06,3-4级,南风,阴,25
37,优,1,33,福州,2017-07-07,3-4级,南风,阴,26
32,优,1,35,福州,2017-07-08,3-4级,南风,阴,25
34,优,1,35,福州,2017-07-09,3-4级,南风,阴,25
38,优,1,35,福州,2017-07-10,1-2级,南风,多云,23
55,良,2,37,福州,2017-07-11,3-4级,南风,晴~多云,26
56,良,2,37,福州,2017-07-12,3-4级,南风,多云,26
56,良,2,37,福州,2017-07-13,3-4级,南风,多云~阴,26
58,良,2,37,福州,2017-07-14,3-4级,南风,阴,26
50,优,1,36,福州,2017-07-15,3-4级,东南风,多云~小雨,24
36,优,1,36,福州,2017-07-16,3-4级,东风,多云,26
38,优,1,36,福州,2017-07-17,3-4级,西南风,雷阵雨~多云,26
43,优,1,38,福州,2017-07-18,1-2级,南风,阴,25
52,良,2,36,福州,2017-07-19,3-4级,南风,多云,26
56,良,2,39,福州,2017-07-20,3-4级,南风,阴~多云,26
69,良,2,38,福州,2017-07-21,1-2级,东风,多云,27
39,优,1,37,福州,2017-07-22,3-4级,东风,多云,27
28,优,1,38,福州,2017-07-23,3-4级,东南风,多云,26
57,良,2,40,福州,2017-07-24,3-4级,东南风,多云,27
71,良,2,39,福州,2017-07-25,1-2级,东风,多云,27
58,良,2,39,福州,2017-07-26,3-4级,东风,多云,26
57,良,2,38,福州,2017-07-27,3-4级,东南风,多云,27
29,优,1,37,福州,2017-07-28,3-4级,东风,多云~小雨,27
24,优,1,35,福州,2017-07-29,4-5级,东北风,小雨~暴雨,27
24,优,1,30,福州,2017-07-30,4-5级,东南风,暴雨~中雨,26
25,优,1,29,福州,2017-07-31,4-5级,南风,暴雨~中雨,26
32,优,1,30,福州,2017-08-01,3-4级,南风,小雨~阴,27
41,优,1,34,福州,2017-08-02,1-2级,东南风,小雨~多云,27
49,优,1,33,福州,2017-08-03,1-2级,南风,多云,26
55,良,2,35,福州,2017-08-04,1-2级,南风,多云,26
60,良,2,37,福州,2017-08-05,1-2级,西南风,多云,27
53,良,2,37,福州,2017-08-06,1-2级,西北风,多云,27
51,良,2,37,福州,2017-08-07,1-2级,西南风,多云,28
59,良,2,37,福州,2017-08-08,3-4级,南风,多云~阴,27
54,良,2,36,福州,2017-08-09,3-4级,南风,阴,27
45,优,1,36,福州,2017-08-10,1-2级,西南风,小雨~阴,27
39,优,1,34,福州,2017-08-11,1-2级,南风,小雨~阴,26
60,良,2,36,福州,2017-08-12,4-5级,南风,阴,27
61,良,2,38,福州,2017-08-13,1-2级,南风,小雨~阴,28
59,良,2,36,福州,2017-08-14,1-2级,东南风,小雨~多云,28
62,良,2,37,福州,2017-08-15,1-2级,东南风,多云,27
60,良,2,37,福州,2017-08-16,1-2级,东南风,晴,27
51,良,2,36,福州,2017-08-17,1-2级,南风,多云,26
65,良,2,35,福州,2017-08-18,1-2级,东南风,小雨~多云,27
64,良,2,36,福州,2017-08-19,1-2级,南风,多云,26
62,良,2,34,福州,2017-08-20,1-2级,东风,小雨,27
46,优,1,35,福州,2017-08-21,1-2级,东风,多云~小雨,27
26,优,1,33,福州,2017-08-22,4-5级,东北风,多云~小雨,27
28,优,1,34,福州,2017-08-23,1-2级,南风,小雨,27
40,优,1,34,福州,2017-08-24,1-2级,东南风,阴,26
44,优,1,35,福州,2017-08-25,1-2级,东风,多云,26
19,优,1,34,福州,2017-08-26,3-4级,东北风,多云~小雨,27
24,优,1,34,福州,2017-08-27,1-2级,东风,小雨~多云,26
